Title = Snapshot #30
Variables=X Y Z PartID
Zone I= 6386, F=POINT
9.353999e+00 -1.113887e+01 2.058372e+01 2
1.031757e+01 1.101828e+01 2.775817e+01 8
8.605118e+00 2.116274e+01 2.176785e+01 12
-6.242247e+00 6.108769e+00 9.792829e+00 14
-3.333667e+01 1.926747e+01 9.271537e-01 17
-2.312376e+01 1.247832e+01 8.631011e+00 18
-3.533734e+01 -2.268751e+01 2.035664e+01 21
-1.870898e+01 -1.462747e+01 2.527792e+01 23
1.863065e+01 -1.179393e+01 1.498027e+01 31
-1.629039e+01 -4.335549e-01 4.720912e+00 41
6.587732e+00 7.291321e+00 1.340140e+01 42
-2.176174e+01 5.130533e+00 2.157255e+01 45
-4.404024e+01 -2.141374e+01 2.673121e+01 74
-2.895653e+01 -1.259177e+01 8.061088e+00 80
3.193330e+00 2.363526e+01 1.314634e+01 82
-4.811558e+01 -1.498742e+01 2.482104e+01 83
2.516378e+01 1.337162e+01 7.372124e+00 91
2.961672e+01 -1.156574e+01 2.223711e+01 95
3.287700e+01 1.304813e+01 2.503202e+01 98
4.492348e+01 1.202902e+01 1.695155e+01 135
6.881549e+00 -8.164096e+00 1.647509e+01 137
3.342525e+01 8.822913e+00 1.316537e+01 150
-1.818698e+01 -5.853767e+00 8.478134e+00 158
-2.283374e+01 -2.430829e+01 1.581682e+01 166
2.931589e+01 1.043208e+00 1.515710e+01 171
2.349349e+01 1.317778e+01 5.412638e+00 181
-9.471897e+00 6.114028e+00 1.098913e+01 214
-1.906262e+01 2.074889e+01 6.289718e+00 217
-4.034056e+01 -1.460859e+01 2.560113e+01 219
1.675977e+00 2.661176e+00 1.057486e+01 233
-4.515297e+01 1.519099e+01 8.444916e+00 234
2.257821e+01 -1.499279e+01 5.063988e+00 257
-4.310295e+01 -1.894967e+01 2.032387e+01 279
9.040816e+00 2.498839e+00 2.004279e+01 295
-4.371878e+01 -1.811185e+01 3.937973e+00 309
3.744455e+01 -1.924910e+01 6.571879e+00 317
8.625967e+00 7.753879e-01 2.596224e+01 319
9.592531e+00 -1.842622e+01 2.480315e+01 321
-4.165839e+01 1.513764e+01 1.872024e+01 325
-4.865751e+01 -1.257883e+01 1.669961e+00 329
3.543165e+01 2.045513e+01 2.976284e+01 337
-3.144832e+01 -1.110855e+01 7.972783e+00 340
4.254484e+01 2.371063e+01 2.858053e+01 352
4.578071e+01 1.434552e+01 1.761394e+01 363
-1.238785e+01 2.343487e+01 3.261680e+00 373
4.362364e+01 5.707458e-01 2.906835e+01 375
-2.607336e+01 1.211919e+01 4.485290e+00 396
1.635134e+01 1.039726e+01 1.154124e+01 412
-1.290764e+01 -1.928615e+01 2.389800e+01 425
4.764725e+00 1.425143e+01 5.289882e-01 426
-3.834677e+00 1.422450e-01 8.877264e+00 427
2.044745e+01 1.044293e+01 2.362174e+01 441
1.936699e+01 1.558696e+01 2.705977e+01 443
1.051303e+01 2.006899e+01 2.582737e+01 454
2.496392e+01 1.009356e+01 2.554290e+01 457
-2.088693e+00 2.281353e+01 1.889872e+01 467
3.482359e+01 -1.488974e+01 8.113028e+00 477
-4.975479e+01 8.471305e+00 7.399597e+00 483
3.788133e+01 3.806414e+00 4.788490e+00 504
-8.468382e+00 5.725017e+00 1.505898e+01 505
1.358213e+01 1.376732e+01 2.953712e+01 506
3.471241e+00 -1.339440e+01 1.085476e+01 510
-6.734684e+00 1.077561e+01 8.393563e+00 521
-1.669646e+01 -2.098449e+01 8.805911e+00 524
-3.563939e+01 6.237217e+00 2.557038e+01 536
1.636404e+01 1.877579e+01 2.155151e+00 537
-1.025679e+01 -1.087846e+01 2.804613e+01 555
4.831498e+01 1.446655e+01 2.763973e+01 558
-1.135821e+01 5.238434e+00 2.914437e+01 559
2.836108e+01 1.261502e+01 2.909513e+01 564
3.939945e+01 1.864412e+01 1.656023e+01 578
-6.129214e+00 2.053474e+01 4.200387e-01 581
-4.649518e+01 6.628856e-01 1.641327e+01 582
-2.766736e+01 1.392291e+01 1.373055e+01 588
4.484954e+01 2.146631e+01 1.555229e+01 591
-1.677597e+00 1.564636e+01 2.745932e+01 594
-4.891015e+01 6.636403e+00 3.514544e+00 599
-8.030698e+00 -2.359645e+01 8.569128e-01 611
-4.979287e+01 2.076777e+01 1.337204e+01 618
-4.168281e+01 -7.540353e+00 1.454121e+01 626
4.037239e+01 1.756004e+01 2.668498e+00 629
-7.863535e+00 2.314366e+01 2.661627e+01 634
9.245766e-01 -1.391062e+01 6.512386e+00 636
-1.834267e+01 -7.910318e+00 2.197581e+01 640
2.585524e+01 1.587013e+01 1.961812e+00 650
4.861608e+01 -2.390201e+01 9.832401e+00 657
-1.225229e+01 -2.205246e+00 2.096278e+01 661
-4.185281e+01 -7.711459e+00 9.018690e+00 667
1.197445e+01 -1.193121e+01 2.312490e+01 674
2.908946e+01 -1.227294e+01 2.918438e+00 675
5.931742e+00 -1.525578e+01 1.429557e+01 686
4.107842e+01 8.894281e-01 1.982853e+01 687
1.870946e+01 -5.631201e+00 2.722336e+01 688
-2.364448e+01 -1.296623e+01 2.117039e+01 691
-2.713055e+01 -6.438029e+00 8.700423e+00 697
-2.760156e+01 1.605734e+01 1.314383e+01 701
-2.179391e+01 -9.789665e+00 2.672913e+01 702
-1.440543e+01 1.690831e+01 2.510072e+01 704
4.532112e+01 2.178434e+01 1.075510e+01 723
3.229724e+01 1.560655e+01 1.961855e+01 724
1.630749e+01 1.265656e+01 1.118447e+01 729
-5.217200e+00 -8.116783e+00 2.491476e+01 731
-4.719747e+01 -2.107290e+01 7.387327e+00 739
-2.389297e+01 1.492486e+01 1.590827e+01 743
3.454104e+01 1.076055e+01 2.694484e+01 747
-4.746814e+00 -7.234170e+00 4.144927e+00 749
3.164376e+01 -1.198262e+01 1.067282e+01 752
2.085333e+01 1.084598e+01 2.793171e+01 754
-2.251493e+01 9.417339e-01 1.945344e+01 763
2.669824e+00 -1.182885e+01 3.446507e+00 776
-3.740494e+01 -2.462926e+01 5.442705e+00 782
3.573326e+01 -7.710140e+00 1.247344e+01 783
-1.735243e+01 6.871982e+00 7.414641e+00 791
-2.429680e+01 1.814200e+01 2.386925e+01 793
2.404402e+00 1.647810e+01 2.609444e+01 797
9.425261e+00 -3.992293e+00 2.673534e+01 814
1.495698e+01 -1.047561e+01 2.709456e+01 823
